"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,89,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,80,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,90,,
"SVN","Slovenia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,83,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,84,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,82,"E","Estimated value"
"AUS","Australia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"AUT","Austria","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"BEL","Belgium","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"CAN","Canada","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"CZE","Czech Republic","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"DNK","Denmark","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"FIN","Finland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"FRA","France","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"DEU","Germany","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"GRC","Greece","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"HUN","Hungary","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"ISL","Iceland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"IRL","Ireland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"ITA","Italy","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
"JPN","Japan","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,"E","Estimated value"
"KOR","Korea","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"LUX","Luxembourg","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"MEX","Mexico","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,37,,
"NLD","Netherlands","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"NZL","New Zealand","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"NOR","Norway","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"POL","Poland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"PRT","Portugal","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,47,,
"SVK","Slovak Republic","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"ESP","Spain","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,58,,
"SWE","Sweden","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"CHE","Switzerland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"TUR","Turkey","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,39,,
"GBR","United Kingdom","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"USA","United States","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"BRA","Brazil","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,49,,
"CHL","Chile","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"EST","Estonia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"ISR","Israel","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"LVA","Latvia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"RUS","Russia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"SVN","Slovenia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"ZAF","South Africa","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,43,,
"OECD","OECD - Total","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"AUS","Australia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"AUT","Austria","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"BEL","Belgium","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,74,,
"CAN","Canada","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"CZE","Czech Republic","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"DNK","Denmark","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,79,,
"FIN","Finland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"FRA","France","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,79,,
"DEU","Germany","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"GRC","Greece","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,70,,
"HUN","Hungary","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"ISL","Iceland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"IRL","Ireland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,77,,
"ITA","Italy","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,58,,
"JPN","Japan","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,94,"E","Estimated value"
"KOR","Korea","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"LUX","Luxembourg","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"MEX","Mexico","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,37,,
"NLD","Netherlands","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"NZL","New Zealand","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,77,,
"NOR","Norway","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,82,,
"POL","Poland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"PRT","Portugal","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,43,,
"SVK","Slovak Republic","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"ESP","Spain","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,56,,
"SWE","Sweden","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,82,,
"CHE","Switzerland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"TUR","Turkey","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,43,,
"GBR","United Kingdom","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"USA","United States","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"BRA","Brazil","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,46,,
"CHL","Chile","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,65,,
"EST","Estonia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"ISR","Israel","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,86,,
"LVA","Latvia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"RUS","Russia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"SVN","Slovenia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"ZAF","South Africa","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,43,,
"OECD","OECD - Total","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,75,,
"AUS","Australia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,79,,
"AUT","Austria","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,81,,
"BEL","Belgium","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,76,,
"CAN","Canada","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"CZE","Czech Republic","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"DNK","Denmark","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"FIN","Finland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,91,,
"FRA","France","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,,
"DEU","Germany","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,,
"GRC","Greece","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,,
"HUN","Hungary","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"ISL","Iceland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,,
"IRL","Ireland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"ITA","Italy","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,62,,
"JPN","Japan","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,"E","Estimated value"
"KOR","Korea","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"LUX","Luxembourg","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,,
"MEX","Mexico","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,36,,
"NLD","Netherlands","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,76,,
"NZL","New Zealand","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,76,,
"NOR","Norway","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"POL","Poland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"PRT","Portugal","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,50,,
"SVK","Slovak Republic","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,91,,
"ESP","Spain","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,61,,
"SWE","Sweden","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"CHE","Switzerland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"TUR","Turkey","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,34,,
"GBR","United Kingdom","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,80,,
"USA","United States","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,91,,
"BRA","Brazil","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,52,,
"CHL","Chile","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,65,,
"EST","Estonia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"ISR","Israel","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"LVA","Latvia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"RUS","Russia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"SVN","Slovenia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"ZAF","South Africa","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,43,,
"OECD","OECD - Total","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,74,,
"AUS","Australia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,502,,
"AUT","Austria","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,492,,
"BEL","Belgium","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,503,,
"CAN","Canada","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,523,,
"CZE","Czech Republic","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,491,,
"DNK","Denmark","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,504,,
"FIN","Finland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,523,,
"FRA","France","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,496,,
"DEU","Germany","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,508,,
"GRC","Greece","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,458,,
"HUN","Hungary","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,474,,
"ISL","Iceland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,481,,
"IRL","Ireland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,509,,
"ITA","Italy","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,485,,
